Flight_ID,Date,Airline,Origin,Destination,Passenger_Name,Class,Fare,Status,Payment_Method,Cabin_Baggage_KG,Checkin_Baggage_KG
FL1234,2025-10-06,GoAir,Mumbai,Paris,Passenger_234,First Class,10094.21,Cancelled,Debit Card,7.0,15.0
FL1235,2025-11-22,SpiceJet,Hyderabad,New York,Passenger_235,Economy,14565.82,On-Time,UPI,5.0,
FL1236,2025-08-06,Vistara,Hyderabad,Paris,Passenger_236,Business,16671.56,Delayed,,7.0,25.0
FL1237,2025-07-21,GoAir,Chennai,Singapore,Passenger_237,Economy,14286.36,Delayed,Debit Card,5.0,25.0
FL1238,2025-11-20,Air India,Kolkata,New York,Passenger_238,First Class,18686.76,Cancelled,Credit Card,5.0,20.0
FL1239,2025-06-19,AirAsia,Delhi,Dubai,Passenger_239,Business,5296.72,On-Time,Debit Card,5.0,
FL1240,2025-01-16,AirAsia,Mumbai,Paris,Passenger_240,Economy,19695.37,Cancelled,,5.0,25.0
FL1241,2025-06-17,IndiGo,Chennai,New York,Passenger_241,Business,,Cancelled,,,20.0
FL1242,2025-03-18,SpiceJet,Bangalore,New York,Passenger_242,First Class,6260.94,Delayed,Net Banking,10.0,20.0
FL1243,2025-07-28,Vistara,Mumbai,Paris,Passenger_243,Business,16489.67,Delayed,Net Banking,,25.0
FL1244,2025-08-10,Air India,Delhi,Paris,Passenger_244,Economy,19035.64,Cancelled,UPI,10.0,
FL1245,2025-02-28,Vistara,Chennai,Dubai,Passenger_245,Business,,On-Time,Credit Card,10.0,20.0
FL1246,2025-01-06,Air India,Chennai,Bangkok,Passenger_246,Economy,10587.57,Cancelled,Credit Card,5.0,25.0
FL1247,2025-02-20,SpiceJet,Kolkata,Paris,Passenger_247,Economy,13524.49,On-Time,Debit Card,5.0,15.0
FL1248,2025-01-21,IndiGo,Delhi,London,Passenger_248,Economy,9465.46,Cancelled,,,
FL1249,2025-11-12,Air India,Hyderabad,Bangkok,Passenger_249,First Class,9902.31,Cancelled,,5.0,
FL1250,2025-12-01,Vistara,Bangalore,Dubai,Passenger_250,Business,11708.75,On-Time,Debit Card,10.0,20.0
FL1251,2025-04-15,AirAsia,Hyderabad,Paris,Passenger_251,Economy,6888.32,On-Time,Credit Card,,30.0
FL1252,2025-07-03,Vistara,Bangalore,New York,Passenger_252,Economy,4422.14,Delayed,,,30.0
FL1253,2025-03-07,Air India,Hyderabad,Dubai,Passenger_253,Economy,9134.07,Delayed,UPI,7.0,20.0
FL1254,2025-07-16,AirAsia,Kolkata,Paris,Passenger_254,Business,18932.48,Delayed,UPI,7.0,30.0
FL1255,2025-07-09,Vistara,Kolkata,New York,Passenger_255,First Class,,Cancelled,,5.0,
FL1256,2025-02-17,SpiceJet,Hyderabad,Paris,Passenger_256,First Class,13931.84,Cancelled,Net Banking,,20.0
FL1257,2025-12-14,AirAsia,Hyderabad,Paris,Passenger_257,Economy,17812.08,Cancelled,Credit Card,7.0,20.0
FL1258,2025-09-06,AirAsia,Delhi,Dubai,Passenger_258,Economy,14870.22,Delayed,Net Banking,,25.0
FL1259,2025-02-04,SpiceJet,Hyderabad,Dubai,Passenger_259,Business,17099.73,Delayed,UPI,10.0,
FL1260,2025-08-22,SpiceJet,Delhi,London,Passenger_260,Economy,5067.8,Delayed,,7.0,25.0
FL1261,2025-10-08,Air India,Hyderabad,Dubai,Passenger_261,Business,5019.69,Delayed,Net Banking,,15.0
FL1262,2025-05-12,AirAsia,Bangalore,Dubai,Passenger_262,First Class,13019.48,Cancelled,,10.0,20.0
FL1263,2025-07-07,GoAir,Kolkata,Bangkok,Passenger_263,First Class,,Delayed,Net Banking,,20.0
FL1264,2025-08-27,SpiceJet,Bangalore,London,Passenger_264,First Class,15367.66,On-Time,Credit Card,10.0,15.0
FL1265,2025-01-26,SpiceJet,Delhi,London,Passenger_265,Economy,,On-Time,UPI,5.0,
FL1266,2025-05-28,Vistara,Bangalore,Dubai,Passenger_266,First Class,,Cancelled,UPI,10.0,20.0
FL1267,2025-10-25,SpiceJet,Mumbai,Singapore,Passenger_267,First Class,12512.7,Delayed,UPI,10.0,15.0
FL1268,2025-01-13,AirAsia,Kolkata,Bangkok,Passenger_268,Economy,7991.49,On-Time,Net Banking,5.0,15.0
FL1269,2025-12-03,GoAir,Kolkata,Dubai,Passenger_269,Business,10671.86,On-Time,Credit Card,7.0,30.0
FL1270,2025-05-24,Air India,Kolkata,Dubai,Passenger_270,Economy,6847.06,Delayed,Debit Card,7.0,25.0
FL1271,2025-07-01,Air India,Chennai,Dubai,Passenger_271,First Class,15658.44,Delayed,UPI,,
FL1272,2025-11-13,GoAir,Mumbai,London,Passenger_272,Business,10754.53,Delayed,Debit Card,,20.0
FL1273,2025-06-07,GoAir,Bangalore,Singapore,Passenger_273,Business,10023.6,Delayed,UPI,5.0,25.0
FL1274,2025-02-05,SpiceJet,Delhi,London,Passenger_274,Business,4453.9,On-Time,UPI,,
FL1275,2025-11-09,Vistara,Chennai,Singapore,Passenger_275,First Class,5563.51,On-Time,UPI,10.0,15.0
FL1276,2025-10-21,GoAir,Delhi,New York,Passenger_276,First Class,18049.11,Delayed,,7.0,20.0
FL1277,2025-09-17,IndiGo,Bangalore,Paris,Passenger_277,Business,11989.06,Cancelled,,,
FL1278,2025-04-27,GoAir,Mumbai,Singapore,Passenger_278,Economy,13111.97,On-Time,Credit Card,7.0,
FL1279,2025-11-26,Air India,Mumbai,Singapore,Passenger_279,Economy,12768.98,Delayed,,7.0,30.0
FL1280,2025-04-14,GoAir,Chennai,Dubai,Passenger_280,First Class,10501.72,Cancelled,Credit Card,7.0,15.0
FL1281,2025-07-28,Vistara,Kolkata,London,Passenger_281,First Class,16451.97,Cancelled,UPI,7.0,
FL1282,2025-09-04,SpiceJet,Kolkata,Dubai,Passenger_282,Business,18271.65,Cancelled,UPI,5.0,15.0
FL1283,2025-06-21,IndiGo,Mumbai,Paris,Passenger_283,Business,11498.58,Delayed,Credit Card,,
FL1284,2025-04-10,Air India,Kolkata,London,Passenger_284,Business,8208.76,Delayed,Net Banking,7.0,30.0
FL1285,2025-08-10,Air India,Kolkata,New York,Passenger_285,Business,9280.61,On-Time,UPI,,30.0
FL1286,2025-09-04,Air India,Bangalore,New York,Passenger_286,Economy,4049.69,Cancelled,Debit Card,10.0,15.0
FL1287,2025-03-05,Air India,Delhi,Bangkok,Passenger_287,First Class,17280.86,On-Time,UPI,,15.0
FL1288,2025-08-12,GoAir,Delhi,New York,Passenger_288,Business,15671.56,Cancelled,,10.0,15.0
FL1289,2025-09-26,Air India,Chennai,New York,Passenger_289,Business,14801.33,Cancelled,Debit Card,10.0,15.0
FL1290,2025-10-12,Air India,Chennai,Bangkok,Passenger_290,Economy,10928.11,Delayed,,10.0,25.0
FL1291,2025-11-07,GoAir,Delhi,Dubai,Passenger_291,First Class,13611.81,Delayed,UPI,7.0,25.0
FL1292,2025-04-12,Vistara,Chennai,Dubai,Passenger_292,First Class,16954.27,Delayed,,5.0,
FL1293,2025-10-26,IndiGo,Bangalore,Dubai,Passenger_293,Economy,7628.12,On-Time,Credit Card,,15.0
FL1294,2025-12-25,SpiceJet,Delhi,London,Passenger_294,Business,9393.71,Delayed,,7.0,30.0
FL1295,2025-03-19,Air India,Hyderabad,London,Passenger_295,First Class,12419.46,On-Time,Credit Card,10.0,
FL1296,2025-08-12,AirAsia,Chennai,Singapore,Passenger_296,First Class,18124.61,Delayed,Credit Card,5.0,30.0
FL1297,2025-07-07,GoAir,Bangalore,London,Passenger_297,Business,18485.87,Cancelled,Net Banking,,
FL1298,2025-05-17,IndiGo,Bangalore,Paris,Passenger_298,Economy,7574.04,On-Time,Credit Card,10.0,30.0
FL1299,2025-06-08,GoAir,Bangalore,Paris,Passenger_299,Business,12291.39,Cancelled,Debit Card,5.0,
FL1300,2025-07-26,GoAir,Chennai,London,Passenger_300,Economy,4212.42,On-Time,,5.0,15.0
FL1301,2025-12-27,AirAsia,Chennai,New York,Passenger_301,Economy,3508.29,On-Time,UPI,7.0,
FL1302,2025-09-18,IndiGo,Delhi,Paris,Passenger_302,First Class,6633.73,Cancelled,UPI,10.0,
FL1303,2025-06-11,GoAir,Kolkata,London,Passenger_303,First Class,16715.65,On-Time,Debit Card,10.0,20.0
FL1304,2025-12-03,Air India,Delhi,New York,Passenger_304,Business,4686.76,Cancelled,,,
FL1305,2025-03-25,IndiGo,Hyderabad,Dubai,Passenger_305,Economy,16799.53,On-Time,UPI,,20.0
FL1306,2025-12-11,AirAsia,Chennai,London,Passenger_306,First Class,4209.51,Cancelled,,,30.0
FL1307,2025-10-27,Vistara,Bangalore,Singapore,Passenger_307,Business,,Cancelled,Debit Card,,
FL1308,2025-09-06,AirAsia,Hyderabad,New York,Passenger_308,Economy,10376.6,Cancelled,UPI,10.0,25.0
FL1309,2025-07-27,AirAsia,Mumbai,Bangkok,Passenger_309,Economy,6843.58,Delayed,Debit Card,,15.0
FL1310,2025-01-23,GoAir,Bangalore,Paris,Passenger_310,Economy,10035.65,Delayed,,10.0,30.0
FL1311,2025-10-04,SpiceJet,Delhi,Paris,Passenger_311,First Class,12946.08,Cancelled,,,30.0
FL1312,2025-10-01,Air India,Mumbai,London,Passenger_312,Economy,18921.63,On-Time,,7.0,
FL1313,2025-12-11,AirAsia,Hyderabad,Singapore,Passenger_313,Business,17154.58,On-Time,,5.0,
FL1314,2025-11-09,Air India,Delhi,Bangkok,Passenger_314,Economy,11331.13,Cancelled,,,20.0
FL1315,2025-11-16,Air India,Hyderabad,Paris,Passenger_315,Business,4038.09,On-Time,Debit Card,5.0,15.0
FL1316,2025-05-03,SpiceJet,Kolkata,Singapore,Passenger_316,First Class,6379.47,On-Time,Credit Card,7.0,
FL1317,2025-09-08,Vistara,Hyderabad,Paris,Passenger_317,First Class,13568.89,On-Time,Net Banking,,25.0
FL1318,2025-02-15,IndiGo,Chennai,Singapore,Passenger_318,Business,14976.46,On-Time,Debit Card,7.0,15.0
FL1319,2025-01-10,IndiGo,Mumbai,London,Passenger_319,First Class,7982.95,Cancelled,Credit Card,5.0,15.0
FL1320,2025-06-07,GoAir,Chennai,Dubai,Passenger_320,Economy,14735.14,Delayed,Credit Card,10.0,15.0
FL1321,2025-02-09,SpiceJet,Delhi,Singapore,Passenger_321,Economy,19848.14,Cancelled,Net Banking,10.0,15.0
FL1322,2025-09-08,Vistara,Hyderabad,Singapore,Passenger_322,First Class,10076.94,On-Time,Credit Card,7.0,20.0
FL1323,2025-02-27,AirAsia,Hyderabad,Singapore,Passenger_323,First Class,10081.71,Cancelled,Debit Card,7.0,30.0
FL1324,2025-03-16,GoAir,Hyderabad,Dubai,Passenger_324,Business,17576.25,Cancelled,Debit Card,10.0,25.0
FL1325,2025-06-06,Vistara,Delhi,Bangkok,Passenger_325,Business,5246.12,Delayed,Credit Card,7.0,25.0
FL1326,2025-10-01,Air India,Bangalore,Dubai,Passenger_326,Business,14098.5,Cancelled,Credit Card,10.0,25.0
FL1327,2025-04-12,SpiceJet,Hyderabad,Paris,Passenger_327,Business,6925.84,Delayed,Debit Card,5.0,30.0
FL1328,2025-06-03,IndiGo,Bangalore,New York,Passenger_328,First Class,8547.58,Delayed,UPI,5.0,
FL1329,2025-08-07,Air India,Mumbai,London,Passenger_329,First Class,15379.11,Delayed,Net Banking,10.0,30.0
FL1330,2025-02-10,IndiGo,Mumbai,Paris,Passenger_330,First Class,8784.25,Cancelled,Net Banking,7.0,20.0
FL1331,2025-09-11,AirAsia,Chennai,Paris,Passenger_331,First Class,11851.79,On-Time,Debit Card,5.0,20.0
FL1332,2025-03-27,SpiceJet,Bangalore,London,Passenger_332,Economy,8021.57,Delayed,Debit Card,10.0,25.0
FL1333,2025-10-03,GoAir,Chennai,Dubai,Passenger_333,First Class,10957.58,On-Time,,10.0,30.0
FL1334,2025-09-08,Vistara,Hyderabad,Bangkok,Passenger_334,First Class,14643.36,Delayed,,,30.0
FL1335,2025-09-07,IndiGo,Hyderabad,Singapore,Passenger_335,First Class,16930.02,Cancelled,,5.0,25.0
FL1336,2025-08-15,SpiceJet,Bangalore,London,Passenger_336,Business,7400.51,On-Time,Net Banking,,20.0
FL1337,2025-02-13,AirAsia,Chennai,New York,Passenger_337,First Class,8007.19,Delayed,Credit Card,,30.0
FL1338,2025-02-18,GoAir,Hyderabad,Bangkok,Passenger_338,Business,19324.46,On-Time,Credit Card,5.0,15.0
FL1339,2025-03-20,Vistara,Bangalore,New York,Passenger_339,First Class,11366.31,Cancelled,,5.0,15.0
FL1340,2025-04-05,SpiceJet,Hyderabad,Paris,Passenger_340,Business,13404.86,Cancelled,,5.0,20.0
FL1341,2025-04-18,IndiGo,Delhi,Dubai,Passenger_341,First Class,6575.59,On-Time,Debit Card,5.0,
FL1342,2025-05-22,GoAir,Chennai,London,Passenger_342,First Class,11216.94,Cancelled,UPI,10.0,30.0
FL1343,2025-01-18,AirAsia,Kolkata,Bangkok,Passenger_343,Business,17774.88,Delayed,Credit Card,10.0,
FL1344,2025-10-21,SpiceJet,Mumbai,London,Passenger_344,Business,5037.52,On-Time,Credit Card,5.0,15.0
FL1345,2025-11-04,GoAir,Kolkata,Singapore,Passenger_345,Economy,17656.37,Cancelled,Credit Card,7.0,15.0
FL1346,2025-01-08,Air India,Mumbai,Singapore,Passenger_346,Business,8219.12,Delayed,Credit Card,5.0,30.0
FL1347,2025-09-22,Air India,Mumbai,Paris,Passenger_347,Economy,16078.3,Cancelled,Credit Card,,20.0
FL1348,2025-11-14,Air India,Kolkata,London,Passenger_348,First Class,8546.8,Delayed,UPI,5.0,
FL1349,2025-11-10,AirAsia,Delhi,Dubai,Passenger_349,First Class,7092.99,Delayed,Debit Card,10.0,
FL1350,2025-04-07,IndiGo,Delhi,New York,Passenger_350,First Class,15681.96,Cancelled,,,25.0
FL1351,2025-10-18,Vistara,Bangalore,Singapore,Passenger_351,Economy,15934.53,Cancelled,Debit Card,7.0,25.0
FL1352,2025-05-22,Air India,Kolkata,New York,Passenger_352,Economy,19381.02,Delayed,,10.0,
FL1353,2025-10-02,IndiGo,Hyderabad,Singapore,Passenger_353,Economy,12864.04,On-Time,,7.0,30.0
FL1354,2025-11-12,Vistara,Mumbai,Singapore,Passenger_354,Business,18341.06,Delayed,Credit Card,10.0,30.0
FL1355,2025-04-10,AirAsia,Bangalore,Dubai,Passenger_355,Economy,11858.15,Delayed,,7.0,20.0
FL1356,2025-08-06,Air India,Hyderabad,Dubai,Passenger_356,First Class,3387.1,Cancelled,UPI,5.0,20.0
FL1357,2025-10-11,AirAsia,Bangalore,Singapore,Passenger_357,First Class,11203.61,On-Time,Debit Card,7.0,30.0
FL1358,2025-12-05,IndiGo,Delhi,Bangkok,Passenger_358,Economy,6880.89,On-Time,Net Banking,5.0,
FL1359,2025-05-11,SpiceJet,Bangalore,Dubai,Passenger_359,First Class,18324.14,On-Time,UPI,10.0,20.0
FL1360,2025-05-21,AirAsia,Chennai,Singapore,Passenger_360,Economy,18340.2,Delayed,Debit Card,7.0,
FL1361,2025-07-05,SpiceJet,Kolkata,Bangkok,Passenger_361,Economy,19332.06,On-Time,UPI,10.0,20.0
FL1362,2025-11-17,SpiceJet,Chennai,New York,Passenger_362,Economy,6605.37,On-Time,Credit Card,5.0,25.0
FL1363,2025-04-14,GoAir,Bangalore,Bangkok,Passenger_363,Economy,12804.65,Delayed,UPI,7.0,15.0
FL1364,2025-03-13,Air India,Bangalore,London,Passenger_364,Business,3477.34,Delayed,Net Banking,7.0,30.0
FL1365,2025-10-01,GoAir,Kolkata,Paris,Passenger_365,First Class,5600.64,On-Time,Net Banking,7.0,20.0
FL1366,2025-10-11,GoAir,Delhi,London,Passenger_366,First Class,8538.93,On-Time,,10.0,20.0
FL1367,2025-07-13,IndiGo,Chennai,New York,Passenger_367,First Class,15012.01,On-Time,,,25.0
FL1368,2025-12-11,SpiceJet,Chennai,Dubai,Passenger_368,Business,11308.59,Delayed,Credit Card,5.0,30.0
FL1369,2025-01-07,AirAsia,Hyderabad,Dubai,Passenger_369,Business,14040.62,Delayed,,10.0,25.0
FL1370,2025-01-17,Air India,Chennai,Singapore,Passenger_370,Business,,Cancelled,,7.0,15.0
FL1371,2025-03-09,AirAsia,Bangalore,Bangkok,Passenger_371,Economy,17765.94,Cancelled,,7.0,
FL1372,2025-07-02,SpiceJet,Chennai,London,Passenger_372,First Class,6249.52,Delayed,UPI,7.0,15.0
FL1373,2025-05-25,SpiceJet,Hyderabad,Bangkok,Passenger_373,Business,17457.58,Delayed,UPI,7.0,
FL1374,2025-10-20,IndiGo,Bangalore,Paris,Passenger_374,Business,17150.88,Cancelled,UPI,10.0,30.0
FL1375,2025-09-06,GoAir,Bangalore,London,Passenger_375,Economy,7510.98,Delayed,,,30.0
FL1376,2025-12-16,AirAsia,Kolkata,Dubai,Passenger_376,Economy,3502.81,Cancelled,,,25.0
FL1377,2025-07-22,IndiGo,Chennai,Bangkok,Passenger_377,Business,18048.39,On-Time,Credit Card,,25.0
FL1378,2025-02-15,Vistara,Delhi,New York,Passenger_378,Economy,15280.64,Delayed,,,25.0
FL1379,2025-03-28,Vistara,Hyderabad,Dubai,Passenger_379,Business,7688.44,On-Time,Net Banking,7.0,20.0
FL1380,2025-04-13,AirAsia,Hyderabad,Singapore,Passenger_380,Business,18046.66,Delayed,Debit Card,,
FL1381,2025-09-16,IndiGo,Mumbai,London,Passenger_381,First Class,8847.46,On-Time,Credit Card,7.0,20.0
FL1382,2025-05-20,AirAsia,Delhi,New York,Passenger_382,Economy,17308.06,Delayed,UPI,,
FL1383,2025-06-08,SpiceJet,Chennai,New York,Passenger_383,First Class,13571.87,Cancelled,,,20.0
FL1384,2025-08-07,IndiGo,Kolkata,Bangkok,Passenger_384,Economy,9209.85,Delayed,UPI,5.0,20.0
FL1385,2025-11-27,GoAir,Delhi,Paris,Passenger_385,Business,11162.5,On-Time,UPI,10.0,25.0
FL1386,2025-08-13,Air India,Bangalore,Dubai,Passenger_386,Economy,12762.69,Cancelled,UPI,10.0,20.0
FL1387,2025-01-18,SpiceJet,Chennai,Singapore,Passenger_387,Business,7214.46,On-Time,,,20.0
FL1388,2025-10-07,GoAir,Chennai,Dubai,Passenger_388,Business,4500.84,On-Time,Credit Card,,
FL1389,2025-03-14,Air India,Delhi,London,Passenger_389,First Class,9817.5,Delayed,,,
FL1390,2025-09-27,Vistara,Delhi,Bangkok,Passenger_390,Economy,,On-Time,,,25.0
FL1391,2025-10-21,IndiGo,Chennai,Dubai,Passenger_391,First Class,,Delayed,,,15.0
FL1392,2025-11-26,Vistara,Chennai,New York,Passenger_392,Business,13436.88,Delayed,Debit Card,,30.0
FL1393,2025-12-23,GoAir,Chennai,Bangkok,Passenger_393,Business,8997.81,Cancelled,,,30.0
FL1394,2025-05-10,AirAsia,Hyderabad,Bangkok,Passenger_394,Business,3185.07,On-Time,Debit Card,5.0,25.0
FL1395,2025-11-21,SpiceJet,Chennai,Dubai,Passenger_395,First Class,17006.98,Cancelled,Net Banking,7.0,20.0
FL1396,2025-04-21,AirAsia,Bangalore,London,Passenger_396,First Class,10414.98,Cancelled,Debit Card,7.0,25.0
FL1397,2025-03-20,Vistara,Delhi,New York,Passenger_397,Business,6165.17,Delayed,Net Banking,7.0,
FL1398,2025-07-13,AirAsia,Bangalore,Singapore,Passenger_398,Economy,14366.38,Delayed,Credit Card,10.0,15.0
FL1399,2025-04-13,GoAir,Chennai,Bangkok,Passenger_399,Economy,12077.58,Cancelled,UPI,,15.0
FL1400,2025-10-04,Vistara,Bangalore,London,Passenger_400,Business,13958.69,On-Time,Debit Card,,15.0
FL1401,2025-12-03,GoAir,Bangalore,Dubai,Passenger_401,Economy,6379.97,Delayed,Debit Card,,30.0
FL1402,2025-01-15,Air India,Kolkata,Singapore,Passenger_402,First Class,9254.23,Delayed,,5.0,
FL1403,2025-11-01,SpiceJet,Delhi,Dubai,Passenger_403,Business,8840.88,On-Time,Net Banking,,25.0
FL1404,2025-07-25,GoAir,Delhi,Dubai,Passenger_404,Business,19975.88,Cancelled,Net Banking,,15.0
FL1405,2025-02-27,IndiGo,Kolkata,London,Passenger_405,Business,9020.41,On-Time,Net Banking,,30.0
FL1406,2025-02-07,Air India,Kolkata,Paris,Passenger_406,Business,15035.65,Cancelled,Net Banking,5.0,25.0
FL1407,2025-07-22,Vistara,Mumbai,London,Passenger_407,Business,8376.75,On-Time,Debit Card,10.0,15.0
FL1408,2025-02-12,Air India,Bangalore,Paris,Passenger_408,Economy,10783.25,On-Time,Debit Card,5.0,20.0
FL1409,2025-08-02,IndiGo,Mumbai,London,Passenger_409,Business,14039.94,Cancelled,,,25.0
FL1410,2025-02-11,GoAir,Kolkata,New York,Passenger_410,Economy,15658.67,On-Time,UPI,5.0,25.0
FL1411,2025-04-21,Vistara,Chennai,Singapore,Passenger_411,First Class,15555.69,Cancelled,Debit Card,5.0,30.0
FL1412,2025-09-27,Vistara,Kolkata,Paris,Passenger_412,First Class,7988.22,Delayed,,,20.0
FL1413,2025-02-14,AirAsia,Kolkata,Dubai,Passenger_413,Business,16829.67,Delayed,UPI,5.0,
FL1414,2025-08-07,Air India,Kolkata,Dubai,Passenger_414,Business,19370.09,On-Time,Debit Card,,25.0
FL1415,2025-02-07,AirAsia,Hyderabad,New York,Passenger_415,Economy,15059.84,Delayed,UPI,10.0,
FL1416,2025-04-14,GoAir,Delhi,Paris,Passenger_416,First Class,11481.35,Delayed,,,
FL1417,2025-03-08,GoAir,Delhi,Bangkok,Passenger_417,First Class,4477.05,Delayed,Debit Card,7.0,30.0
FL1418,2025-12-26,IndiGo,Chennai,Singapore,Passenger_418,Economy,12662.69,Delayed,Credit Card,7.0,25.0
FL1419,2025-11-02,Air India,Bangalore,Paris,Passenger_419,Business,7249.12,On-Time,Debit Card,10.0,
FL1420,2025-01-17,GoAir,Hyderabad,Paris,Passenger_420,First Class,19897.79,On-Time,,5.0,30.0
FL1421,2025-08-19,SpiceJet,Delhi,Bangkok,Passenger_421,First Class,11515.33,On-Time,Debit Card,,30.0
FL1422,2025-03-07,IndiGo,Kolkata,Bangkok,Passenger_422,Business,9980.26,On-Time,Credit Card,7.0,25.0
FL1423,2025-09-28,AirAsia,Mumbai,Singapore,Passenger_423,Business,7728.32,Delayed,Credit Card,10.0,20.0
FL1424,2025-05-28,IndiGo,Bangalore,London,Passenger_424,Business,17608.54,Cancelled,Credit Card,10.0,30.0
FL1425,2025-10-20,Vistara,Hyderabad,Bangkok,Passenger_425,Economy,6129.15,Delayed,,5.0,25.0
FL1426,2025-12-19,AirAsia,Bangalore,Singapore,Passenger_426,First Class,13553.19,Cancelled,Debit Card,10.0,15.0
FL1427,2025-12-27,Vistara,Delhi,Dubai,Passenger_427,Business,16912.39,On-Time,Credit Card,10.0,20.0
FL1428,2025-08-02,Vistara,Kolkata,Bangkok,Passenger_428,Economy,17171.26,Delayed,UPI,10.0,30.0
FL1429,2025-06-12,Vistara,Chennai,Dubai,Passenger_429,Economy,4265.19,Delayed,Net Banking,,20.0
FL1430,2025-02-16,Air India,Kolkata,New York,Passenger_430,Economy,16015.89,On-Time,Credit Card,7.0,15.0
FL1431,2025-04-19,AirAsia,Bangalore,Bangkok,Passenger_431,Economy,19570.05,Delayed,UPI,5.0,25.0
FL1432,2025-02-20,AirAsia,Kolkata,Singapore,Passenger_432,Economy,6605.07,On-Time,Debit Card,10.0,30.0
FL1433,2025-07-21,Vistara,Hyderabad,Dubai,Passenger_433,Economy,3542.09,Delayed,Debit Card,,20.0
FL1434,2025-11-20,GoAir,Delhi,Paris,Passenger_434,First Class,,Cancelled,Credit Card,7.0,20.0
FL1435,2025-05-20,IndiGo,Hyderabad,Bangkok,Passenger_435,Business,19389.41,On-Time,Debit Card,10.0,25.0
FL1436,2025-01-09,Vistara,Bangalore,London,Passenger_436,Business,4958.91,Delayed,Debit Card,7.0,15.0
FL1437,2025-01-14,GoAir,Chennai,Bangkok,Passenger_437,Business,19276.07,On-Time,,,30.0
FL1438,2025-12-25,GoAir,Chennai,Paris,Passenger_438,Economy,,Cancelled,Net Banking,7.0,
FL1439,2025-08-21,IndiGo,Kolkata,Dubai,Passenger_439,Business,12061.51,Cancelled,Debit Card,7.0,15.0
FL1440,2025-07-25,SpiceJet,Kolkata,Dubai,Passenger_440,Economy,5910.17,On-Time,Net Banking,,
FL1441,2025-03-05,Air India,Mumbai,Paris,Passenger_441,First Class,9842.38,Cancelled,,,15.0
FL1442,2025-02-26,AirAsia,Bangalore,Bangkok,Passenger_442,First Class,5377.64,On-Time,,,25.0
FL1443,2025-12-15,Air India,Mumbai,New York,Passenger_443,Business,5208.93,On-Time,Debit Card,5.0,
FL1444,2025-10-19,GoAir,Delhi,Singapore,Passenger_444,First Class,14859.11,Delayed,Credit Card,7.0,25.0
FL1445,2025-01-25,AirAsia,Kolkata,New York,Passenger_445,Economy,12545.57,On-Time,Credit Card,7.0,
FL1446,2025-02-13,IndiGo,Chennai,Paris,Passenger_446,First Class,19897.93,Cancelled,Credit Card,10.0,30.0
FL1447,2025-08-11,Air India,Chennai,Singapore,Passenger_447,Economy,16677.79,On-Time,Net Banking,,30.0
FL1448,2025-03-27,Vistara,Mumbai,New York,Passenger_448,Business,3836.87,Delayed,Credit Card,10.0,
FL1449,2025-06-10,SpiceJet,Bangalore,Dubai,Passenger_449,First Class,14553.15,Cancelled,Net Banking,10.0,
FL1450,2025-02-27,SpiceJet,Kolkata,Paris,Passenger_450,Business,8641.3,On-Time,Credit Card,,
FL1451,2025-04-07,SpiceJet,Hyderabad,Singapore,Passenger_451,First Class,7642.27,Cancelled,UPI,,30.0
FL1452,2025-03-05,AirAsia,Chennai,Paris,Passenger_452,Business,,Cancelled,Net Banking,7.0,
FL1453,2025-10-20,SpiceJet,Delhi,New York,Passenger_453,Business,5829.58,On-Time,,5.0,25.0
FL1454,2025-07-02,Air India,Bangalore,Bangkok,Passenger_454,Business,16534.43,Delayed,,,
FL1455,2025-12-11,AirAsia,Mumbai,Singapore,Passenger_455,Economy,10779.52,On-Time,Net Banking,10.0,25.0
FL1456,2025-07-12,SpiceJet,Bangalore,London,Passenger_456,Business,10296.64,On-Time,Credit Card,,25.0
FL1457,2025-09-12,Air India,Mumbai,Bangkok,Passenger_457,First Class,11231.89,Cancelled,Debit Card,10.0,25.0
FL1458,2025-01-04,IndiGo,Mumbai,Dubai,Passenger_458,Business,10748.65,Delayed,Net Banking,7.0,15.0
FL1459,2025-10-08,Vistara,Chennai,Bangkok,Passenger_459,First Class,15954.74,Delayed,,5.0,
FL1460,2025-12-04,SpiceJet,Mumbai,New York,Passenger_460,Economy,10830.19,On-Time,,,30.0
FL1461,2025-12-27,SpiceJet,Mumbai,New York,Passenger_461,Business,,Cancelled,,,30.0
FL1462,2025-03-01,GoAir,Mumbai,Singapore,Passenger_462,Business,17632.74,Delayed,Net Banking,,20.0
FL1463,2025-01-13,IndiGo,Chennai,Singapore,Passenger_463,Economy,13571.72,Cancelled,Net Banking,,
FL1464,2025-05-10,IndiGo,Chennai,Paris,Passenger_464,Business,10850.6,Delayed,Debit Card,,25.0
FL1465,2025-06-26,Vistara,Delhi,New York,Passenger_465,Business,,Cancelled,UPI,5.0,20.0
FL1466,2025-07-05,Vistara,Chennai,Paris,Passenger_466,Economy,14108.05,Cancelled,Credit Card,7.0,30.0
FL1467,2025-02-15,SpiceJet,Kolkata,Singapore,Passenger_467,First Class,3011.7,On-Time,Credit Card,,
FL1468,2025-12-09,Air India,Hyderabad,Singapore,Passenger_468,Business,16444.03,Cancelled,,,30.0
FL1469,2025-12-13,Air India,Chennai,Singapore,Passenger_469,First Class,17716.19,On-Time,Net Banking,10.0,20.0
